paperID,proceedingID,edition,venue,year,month,day
21735,50010,2,City ###,2011,8,14
21736,50011,5,City ###,2020,9,17
21737,50012,17,City ###,2020,12,30
21738,50013,10,City ###,2012,12,20
21739,50014,5,City ###,2018,4,24
21740,50015,17,City ###,2014,2,15
21741,50016,6,City ###,2011,1,29
21742,50017,2,City ###,2010,8,16
21743,50018,11,City ###,2010,8,5
21744,50019,13,City ###,2020,4,20
21745,50020,18,City ###,2016,4,16
21746,50021,15,City ###,2018,5,15
21747,50022,18,City ###,2010,5,28
21748,50023,21,City ###,2020,7,19
21749,50024,8,City ###,2019,9,15
21750,50025,2,City ###,2012,4,3
21751,50001,9,City ###,2016,2,15
21752,50002,17,City ###,2021,9,2
21753,50003,12,City ###,2015,12,15
21754,50004,2,City ###,2017,8,22
21755,50005,19,City ###,2012,9,3
21756,50006,6,City ###,2010,6,21
21757,50007,1,City ###,2020,3,17
21758,50008,21,City ###,2016,8,22
21759,50009,4,City ###,2010,6,29
21760,50010,12,City ###,2019,11,13
21761,50011,21,City ###,2016,2,5
21762,50012,3,City ###,2017,3,26
21763,50013,8,City ###,2011,4,27
21764,50014,2,City ###,2020,9,3
21765,50015,2,City ###,2017,1,6
21766,50016,5,City ###,2010,3,12
21767,50017,4,City ###,2016,5,8
21768,50018,21,City ###,2014,2,25
21769,50019,19,City ###,2020,12,25
21770,50020,1,City ###,2016,5,28
21771,50021,5,City ###,2018,8,20
21772,50022,5,City ###,2011,7,30
21773,50023,14,City ###,2015,12,9
21774,50024,21,City ###,2018,11,8
21775,50025,15,City ###,2014,6,25
21776,50001,20,City ###,2015,11,23
21777,50002,21,City ###,2010,9,5
21778,50003,9,City ###,2019,9,10
21779,50004,3,City ###,2019,9,20
21780,50005,16,City ###,2014,11,16
21781,50006,1,City ###,2020,6,11
21782,50007,6,City ###,2019,10,3
21783,50008,9,City ###,2010,5,5
21784,50009,4,City ###,2017,8,21
21785,50010,20,City ###,2021,4,28
21786,50011,9,City ###,2015,5,31
21787,50012,3,City ###,2018,9,30
21788,50013,9,City ###,2017,2,8
21789,50014,9,City ###,2011,5,20
21790,50015,4,City ###,2018,8,8
21791,50016,11,City ###,2014,10,21
21792,50017,9,City ###,2020,9,15
21793,50018,8,City ###,2017,12,12
21794,50019,20,City ###,2011,11,25
21795,50020,10,City ###,2018,8,2
21796,50021,11,City ###,2010,9,14
21797,50022,6,City ###,2014,2,27
21798,50023,2,City ###,2019,2,18
21799,50024,4,City ###,2013,2,8
21800,50025,12,City ###,2020,12,19
21801,50001,20,City ###,2014,7,26
21802,50002,5,City ###,2017,6,3
21803,50003,12,City ###,2011,9,5
21804,50004,15,City ###,2015,12,22
21805,50005,16,City ###,2021,10,11
21806,50006,20,City ###,2012,4,6
21807,50007,10,City ###,2018,6,14
21808,50008,7,City ###,2015,12,29
21809,50009,3,City ###,2013,11,11
21810,50010,13,City ###,2014,7,23
21811,50011,7,City ###,2015,12,30
21812,50012,8,City ###,2017,1,23
21813,50013,11,City ###,2020,12,10
21814,50014,9,City ###,2012,10,13
21815,50015,20,City ###,2016,7,15
21816,50016,13,City ###,2015,6,24
21817,50017,3,City ###,2014,5,30
21818,50018,13,City ###,2021,10,28
21819,50019,13,City ###,2015,8,8
21820,50020,3,City ###,2014,2,5
21821,50021,10,City ###,2015,1,4
21822,50022,20,City ###,2015,2,23
21823,50023,3,City ###,2018,8,19
21824,50024,14,City ###,2017,6,6
21825,50025,18,City ###,2018,1,26
21826,50001,10,City ###,2011,7,16
21827,50002,13,City ###,2021,6,13
21828,50003,17,City ###,2012,8,12
21829,50004,21,City ###,2019,3,24
21830,50005,18,City ###,2010,12,3
21831,50006,20,City ###,2015,12,17
21832,50007,14,City ###,2011,3,24
21833,50008,21,City ###,2017,7,29
21834,50009,15,City ###,2018,12,28
21835,50010,21,City ###,2018,5,13
21836,50011,20,City ###,2010,4,29
21837,50012,16,City ###,2010,11,6
21838,50013,3,City ###,2018,7,27
21839,50014,10,City ###,2012,4,27
21840,50015,1,City ###,2010,12,26
21841,50016,3,City ###,2020,5,3
21842,50017,5,City ###,2020,10,14
21843,50018,4,City ###,2021,2,14
21844,50019,20,City ###,2013,6,11
21845,50020,13,City ###,2014,4,20
21846,50021,21,City ###,2018,1,2
21847,50022,16,City ###,2013,9,20
21848,50023,13,City ###,2011,6,7
21849,50024,20,City ###,2010,4,31
21850,50025,16,City ###,2015,10,27
21851,50001,14,City ###,2012,2,17
21852,50002,11,City ###,2016,12,11
21853,50003,7,City ###,2013,12,26
21854,50004,17,City ###,2018,8,29
21855,50005,4,City ###,2011,12,15
21856,50006,8,City ###,2019,8,4
21857,50007,1,City ###,2010,9,29
21858,50008,1,City ###,2021,2,27
21859,50009,20,City ###,2010,6,17
21860,50010,2,City ###,2019,10,13
21861,50011,17,City ###,2015,11,19
21862,50012,3,City ###,2010,5,16
21863,50013,3,City ###,2018,6,31
21864,50014,6,City ###,2018,4,17
21865,50015,19,City ###,2014,4,26
21866,50016,21,City ###,2013,12,4
21867,50017,4,City ###,2010,2,24
21868,50018,15,City ###,2010,7,21
21869,50019,4,City ###,2012,4,15
21870,50020,10,City ###,2021,8,10
21871,50021,16,City ###,2018,5,9
21872,50022,15,City ###,2013,9,16
21873,50023,13,City ###,2015,6,4
21874,50024,1,City ###,2021,7,9
21875,50025,20,City ###,2015,1,18
21876,50001,3,City ###,2016,12,16
21877,50002,21,City ###,2012,7,25
21878,50003,18,City ###,2010,3,15
21879,50004,5,City ###,2010,9,1
21880,50005,19,City ###,2017,10,11
21881,50006,2,City ###,2013,10,18
21882,50007,1,City ###,2019,1,28
21883,50008,13,City ###,2020,8,17
21884,50009,6,City ###,2015,7,21
21885,50010,11,City ###,2011,11,9
21886,50011,2,City ###,2018,9,11
21887,50012,21,City ###,2021,2,4
21888,50013,6,City ###,2021,4,14
21889,50014,2,City ###,2011,10,24
21890,50015,15,City ###,2014,8,27
21891,50016,1,City ###,2010,3,12
21892,50017,16,City ###,2010,11,2
21893,50018,1,City ###,2020,7,17
21894,50019,1,City ###,2013,4,7
21895,50020,6,City ###,2019,5,4
21896,50021,2,City ###,2013,9,20
21897,50022,7,City ###,2021,8,11
21898,50023,12,City ###,2012,7,5
21899,50024,11,City ###,2019,1,13
21900,50025,14,City ###,2011,7,11
21901,50001,6,City ###,2019,12,27
21902,50002,9,City ###,2015,11,8
21903,50003,7,City ###,2015,10,30
21904,50004,12,City ###,2014,2,2
21905,50005,14,City ###,2020,11,7
21906,50006,1,City ###,2019,8,18
21907,50007,12,City ###,2010,4,14
21908,50008,3,City ###,2014,11,25
21909,50009,18,City ###,2017,4,15
21910,50010,1,City ###,2013,10,15
21911,50011,3,City ###,2013,10,19
21912,50012,9,City ###,2012,7,9
21913,50013,20,City ###,2013,9,16
21914,50014,1,City ###,2021,4,19
21915,50015,3,City ###,2011,12,7
21916,50016,6,City ###,2016,10,13
21917,50017,1,City ###,2013,7,24
21918,50018,19,City ###,2013,4,21
21919,50019,2,City ###,2019,9,19
21920,50020,9,City ###,2015,6,8
21921,50021,7,City ###,2013,4,18
21922,50022,20,City ###,2015,5,9
21923,50023,4,City ###,2021,2,23
21924,50024,12,City ###,2019,2,14
21925,50025,3,City ###,2018,4,10
21926,50001,6,City ###,2018,5,1
21927,50002,21,City ###,2019,1,24
21928,50003,5,City ###,2015,7,17
21929,50004,5,City ###,2011,8,1
21930,50005,18,City ###,2017,3,17
21931,50006,18,City ###,2021,1,16
21932,50007,7,City ###,2019,3,7
21933,50008,1,City ###,2017,9,28
21934,50009,5,City ###,2013,9,20
21935,50010,20,City ###,2020,9,9
21936,50011,7,City ###,2019,12,9
21937,50012,19,City ###,2012,11,22
21938,50013,6,City ###,2020,6,12
21939,50014,9,City ###,2018,12,18
21940,50015,12,City ###,2010,3,30
21941,50016,10,City ###,2015,7,18
21942,50017,7,City ###,2018,4,26
21943,50018,3,City ###,2017,5,24
21944,50019,13,City ###,2010,4,19
21945,50020,18,City ###,2014,8,28
21946,50021,4,City ###,2015,2,23
21947,50022,18,City ###,2015,9,6
21948,50023,2,City ###,2021,6,21
21949,50024,7,City ###,2013,9,25
21950,50025,6,City ###,2016,3,16
21951,50001,2,City ###,2021,8,29
21952,50002,18,City ###,2020,2,13
21953,50003,6,City ###,2020,11,30
21954,50004,18,City ###,2016,8,2
21955,50005,5,City ###,2011,11,25
21956,50006,5,City ###,2018,8,25
21957,50007,4,City ###,2017,7,22
21958,50008,18,City ###,2014,1,25
21959,50009,12,City ###,2021,3,21
21960,50010,2,City ###,2015,8,21
21961,50011,7,City ###,2014,10,31
21962,50012,19,City ###,2019,10,30
21963,50013,8,City ###,2021,5,1
21964,50014,12,City ###,2015,6,25
21965,50015,16,City ###,2012,9,17
21966,50016,4,City ###,2010,10,7
21967,50017,7,City ###,2019,9,25
21968,50018,3,City ###,2015,12,22
21969,50019,3,City ###,2020,7,27
21970,50020,1,City ###,2018,9,18
21971,50021,20,City ###,2015,5,12
21972,50022,20,City ###,2018,9,8
21973,50023,7,City ###,2017,5,2
21974,50024,11,City ###,2017,4,15
21975,50025,5,City ###,2018,2,16
21976,50001,13,City ###,2010,5,19
21977,50002,13,City ###,2015,9,24
21978,50003,17,City ###,2014,3,28
21979,50004,2,City ###,2018,10,2
21980,50005,2,City ###,2013,11,28
21981,50006,5,City ###,2020,6,11
21982,50007,12,City ###,2011,11,9
21983,50008,2,City ###,2012,9,7
21984,50009,1,City ###,2021,8,19
21985,50010,10,City ###,2013,5,15
21986,50011,2,City ###,2012,1,31
21987,50012,9,City ###,2015,6,13
21988,50013,12,City ###,2012,1,7
21989,50014,17,City ###,2021,9,3
21990,50015,13,City ###,2012,7,22
21991,50016,8,City ###,2010,4,3
21992,50017,15,City ###,2011,11,5
21993,50018,18,City ###,2018,6,14
21994,50019,13,City ###,2010,1,19
21995,50020,21,City ###,2017,7,18
21996,50021,21,City ###,2016,5,10
21997,50022,6,City ###,2011,8,10
21998,50023,16,City ###,2017,7,7
21999,50024,9,City ###,2016,11,28
22000,50025,20,City ###,2015,3,16
