paperID,keywordID,keyword
21987,40005,data processing
21988,40005,data processing
21989,40005,data processing
21990,40001,data management
21991,40006,data storage
21992,40008,health informatics
21993,40007,data querying
21994,40007,data querying
21995,40003,data modeling
21996,40003,data modeling
21997,40004,big data
21998,40005,data processing
21999,40001,data management
22000,40003,data modeling
20001,40006,data storage
20002,40004,big data
20003,40008,health informatics
20004,40002,indexing
20005,40001,data management
20006,40006,data storage
20007,40008,health informatics
20008,40004,big data
20009,40001,data management
20010,40004,big data
20011,40007,data querying
20012,40008,health informatics
20013,40008,health informatics
20014,40001,data management
20015,40003,data modeling
20016,40007,data querying
20017,40007,data querying
20018,40004,big data
20019,40001,data management
20020,40003,data modeling
20021,40008,health informatics
20022,40007,data querying
20023,40006,data storage
20024,40003,data modeling
20025,40004,big data
20026,40002,indexing
20027,40006,data storage
20028,40008,health informatics
20029,40008,health informatics
20030,40008,health informatics
20031,40007,data querying
20032,40007,data querying
20033,40006,data storage
20034,40007,data querying
20035,40003,data modeling
20036,40006,data storage
20037,40001,data management
20038,40004,big data
20039,40007,data querying
20040,40006,data storage
20041,40002,indexing
20042,40004,big data
20043,40001,data management
20044,40004,big data
20045,40006,data storage
20046,40004,big data
20047,40008,health informatics
20048,40002,indexing
20049,40004,big data
20050,40008,health informatics
20051,40004,big data
20052,40001,data management
20053,40004,big data
20054,40005,data processing
20055,40006,data storage
20056,40006,data storage
20057,40005,data processing
20058,40004,big data
20059,40008,health informatics
20060,40008,health informatics
20061,40002,indexing
20062,40004,big data
20063,40004,big data
20064,40002,indexing
20065,40004,big data
20066,40003,data modeling
20067,40003,data modeling
20068,40005,data processing
20069,40004,big data
20070,40004,big data
20071,40006,data storage
20072,40002,indexing
20073,40005,data processing
20074,40008,health informatics
20075,40008,health informatics
20076,40004,big data
20077,40008,health informatics
20078,40004,big data
20079,40003,data modeling
20080,40007,data querying
20081,40002,indexing
20082,40007,data querying
20083,40008,health informatics
20084,40004,big data
20085,40002,indexing
20086,40003,data modeling
20087,40007,data querying
20088,40001,data management
20089,40001,data management
20090,40004,big data
20091,40002,indexing
20092,40004,big data
20093,40006,data storage
20094,40003,data modeling
20095,40006,data storage
20096,40008,health informatics
20097,40003,data modeling
20098,40008,health informatics
20099,40007,data querying
20100,40007,data querying
20101,40007,data querying
20102,40008,health informatics
20103,40005,data processing
20104,40007,data querying
20105,40006,data storage
20106,40005,data processing
20107,40007,data querying
20108,40006,data storage
20109,40002,indexing
20110,40004,big data
20111,40004,big data
20112,40007,data querying
20113,40007,data querying
20114,40004,big data
20115,40006,data storage
20116,40007,data querying
20117,40002,indexing
20118,40003,data modeling
20119,40001,data management
20120,40007,data querying
20121,40004,big data
20122,40004,big data
20123,40007,data querying
20124,40007,data querying
20125,40001,data management
20126,40005,data processing
20127,40003,data modeling
20128,40004,big data
20129,40003,data modeling
20130,40002,indexing
20131,40001,data management
20132,40006,data storage
20133,40007,data querying
20134,40004,big data
20135,40006,data storage
20136,40008,health informatics
20137,40004,big data
20138,40005,data processing
20139,40002,indexing
20140,40003,data modeling
20141,40003,data modeling
20142,40005,data processing
20143,40003,data modeling
20144,40003,data modeling
20145,40006,data storage
20146,40004,big data
20147,40002,indexing
20148,40006,data storage
20149,40004,big data
20150,40004,big data
20151,40005,data processing
20152,40004,big data
20153,40003,data modeling
20154,40005,data processing
20155,40005,data processing
20156,40001,data management
20157,40004,big data
20158,40005,data processing
20159,40005,data processing
20160,40007,data querying
20161,40004,big data
20162,40006,data storage
20163,40001,data management
20164,40007,data querying
20165,40006,data storage
20166,40005,data processing
20167,40006,data storage
20168,40003,data modeling
20169,40007,data querying
20170,40006,data storage
20171,40006,data storage
20172,40002,indexing
20173,40002,indexing
20174,40004,big data
20175,40004,big data
20176,40003,data modeling
20177,40001,data management
20178,40002,indexing
20179,40001,data management
20180,40007,data querying
20181,40002,indexing
20182,40003,data modeling
20183,40002,indexing
20184,40002,indexing
20185,40006,data storage
20186,40006,data storage
20187,40006,data storage
20188,40006,data storage
20189,40003,data modeling
20190,40008,health informatics
20191,40007,data querying
20192,40001,data management
20193,40003,data modeling
20194,40005,data processing
20195,40006,data storage
20196,40005,data processing
20197,40003,data modeling
20198,40007,data querying
20199,40002,indexing
20200,40005,data processing
20201,40001,data management
20202,40004,big data
20203,40006,data storage
20204,40003,data modeling
20205,40008,health informatics
20206,40003,data modeling
20207,40002,indexing
20208,40006,data storage
20209,40001,data management
20210,40003,data modeling
20211,40001,data management
20212,40006,data storage
20213,40005,data processing
20214,40006,data storage
20215,40003,data modeling
20216,40002,indexing
20217,40005,data processing
20218,40007,data querying
20219,40004,big data
20220,40006,data storage
20221,40006,data storage
20222,40006,data storage
20223,40004,big data
20224,40004,big data
20225,40008,health informatics
20226,40002,indexing
20227,40006,data storage
20228,40003,data modeling
20229,40002,indexing
20230,40003,data modeling
20231,40008,health informatics
20232,40006,data storage
20233,40005,data processing
20234,40003,data modeling
20235,40004,big data
20236,40005,data processing
20237,40001,data management
20238,40007,data querying
20239,40004,big data
20240,40003,data modeling
20241,40007,data querying
20242,40004,big data
20243,40002,indexing
20244,40007,data querying
20245,40004,big data
20246,40004,big data
20247,40006,data storage
20248,40008,health informatics
20249,40002,indexing
20250,40002,indexing
20251,40006,data storage
20252,40008,health informatics
20253,40006,data storage
20254,40001,data management
20255,40008,health informatics
20256,40007,data querying
20257,40008,health informatics
20258,40006,data storage
20259,40007,data querying
20260,40004,big data
20261,40001,data management
20262,40005,data processing
20263,40002,indexing
20264,40008,health informatics
20265,40005,data processing
20266,40007,data querying
20267,40004,big data
20268,40002,indexing
20269,40003,data modeling
20270,40005,data processing
20271,40003,data modeling
20272,40006,data storage
20273,40005,data processing
20274,40003,data modeling
20275,40004,big data
20276,40005,data processing
20277,40008,health informatics
20278,40004,big data
20279,40007,data querying
20280,40002,indexing
20281,40003,data modeling
20282,40002,indexing
20283,40006,data storage
20284,40004,big data
20285,40007,data querying
20286,40004,big data
20287,40002,indexing
20288,40004,big data
20289,40004,big data
20290,40001,data management
20291,40006,data storage
20292,40004,big data
20293,40005,data processing
20294,40004,big data
20295,40007,data querying
20296,40001,data management
20297,40002,indexing
20298,40001,data management
20299,40003,data modeling
20300,40004,big data
20301,40003,data modeling
20302,40005,data processing
20303,40004,big data
20304,40004,big data
20305,40006,data storage
20306,40001,data management
20307,40004,big data
20308,40004,big data
20309,40002,indexing
20310,40003,data modeling
20311,40007,data querying
20312,40001,data management
20313,40002,indexing
20314,40008,health informatics
20315,40007,data querying
20316,40002,indexing
20317,40006,data storage
20318,40002,indexing
20319,40004,big data
20320,40005,data processing
20321,40004,big data
20322,40007,data querying
20323,40007,data querying
20324,40001,data management
20325,40007,data querying
20326,40006,data storage
20327,40003,data modeling
20328,40004,big data
20329,40005,data processing
20330,40003,data modeling
20331,40003,data modeling
20332,40007,data querying
20333,40003,data modeling
20334,40001,data management
20335,40006,data storage
20336,40001,data management
20337,40002,indexing
20338,40007,data querying
20339,40003,data modeling
20340,40004,big data
20341,40003,data modeling
20342,40002,indexing
20343,40004,big data
20344,40007,data querying
20345,40006,data storage
20346,40001,data management
20347,40003,data modeling
20348,40001,data management
20349,40002,indexing
20350,40005,data processing
20351,40005,data processing
20352,40008,health informatics
20353,40008,health informatics
20354,40006,data storage
20355,40004,big data
20356,40002,indexing
20357,40006,data storage
20358,40005,data processing
20359,40005,data processing
20360,40001,data management
20361,40006,data storage
20362,40001,data management
20363,40008,health informatics
20364,40006,data storage
20365,40006,data storage
20366,40006,data storage
20367,40007,data querying
20368,40003,data modeling
20369,40003,data modeling
20370,40007,data querying
20371,40001,data management
20372,40001,data management
20373,40008,health informatics
20374,40008,health informatics
20375,40007,data querying
20376,40007,data querying
20377,40002,indexing
20378,40006,data storage
20379,40006,data storage
20380,40007,data querying
20381,40003,data modeling
20382,40006,data storage
20383,40003,data modeling
20384,40003,data modeling
20385,40007,data querying
20386,40002,indexing
20387,40008,health informatics
20388,40005,data processing
20389,40006,data storage
20390,40006,data storage
20391,40006,data storage
20392,40001,data management
20393,40002,indexing
20394,40007,data querying
20395,40008,health informatics
20396,40001,data management
20397,40005,data processing
20398,40001,data management
20399,40004,big data
20400,40008,health informatics
20401,40004,big data
20402,40008,health informatics
20403,40004,big data
20404,40004,big data
20405,40008,health informatics
20406,40007,data querying
20407,40001,data management
20408,40002,indexing
20409,40006,data storage
20410,40001,data management
20411,40004,big data
20412,40007,data querying
20413,40005,data processing
20414,40002,indexing
20415,40003,data modeling
20416,40004,big data
20417,40006,data storage
20418,40007,data querying
20419,40008,health informatics
20420,40008,health informatics
20421,40001,data management
20422,40002,indexing
20423,40002,indexing
20424,40006,data storage
20425,40006,data storage
20426,40008,health informatics
20427,40007,data querying
20428,40005,data processing
20429,40006,data storage
20430,40008,health informatics
20431,40007,data querying
20432,40007,data querying
20433,40008,health informatics
20434,40008,health informatics
20435,40008,health informatics
20436,40008,health informatics
20437,40008,health informatics
20438,40006,data storage
20439,40008,health informatics
20440,40002,indexing
20441,40005,data processing
20442,40008,health informatics
20443,40003,data modeling
20444,40005,data processing
20445,40001,data management
20446,40004,big data
20447,40005,data processing
20448,40006,data storage
20449,40008,health informatics
20450,40003,data modeling
20451,40003,data modeling
20452,40007,data querying
20453,40007,data querying
20454,40004,big data
20455,40002,indexing
20456,40007,data querying
20457,40001,data management
20458,40007,data querying
20459,40004,big data
20460,40001,data management
20461,40007,data querying
20462,40005,data processing
20463,40003,data modeling
20464,40003,data modeling
20465,40003,data modeling
20466,40008,health informatics
20467,40008,health informatics
20468,40006,data storage
20469,40002,indexing
20470,40005,data processing
20471,40007,data querying
20472,40001,data management
20473,40005,data processing
20474,40001,data management
20475,40005,data processing
20476,40005,data processing
20477,40004,big data
20478,40002,indexing
20479,40007,data querying
20480,40006,data storage
20481,40001,data management
20482,40008,health informatics
20483,40008,health informatics
20484,40006,data storage
20485,40004,big data
20486,40001,data management
20487,40005,data processing
20488,40008,health informatics
20489,40001,data management
20490,40008,health informatics
20491,40001,data management
20492,40007,data querying
20493,40002,indexing
20494,40003,data modeling
20495,40002,indexing
20496,40007,data querying
20497,40002,indexing
20498,40002,indexing
20499,40006,data storage
20500,40008,health informatics
20501,40002,indexing
20502,40003,data modeling
20503,40001,data management
20504,40003,data modeling
20505,40005,data processing
20506,40005,data processing
20507,40003,data modeling
20508,40005,data processing
20509,40006,data storage
20510,40003,data modeling
20511,40003,data modeling
20512,40007,data querying
20513,40008,health informatics
20514,40004,big data
20515,40003,data modeling
20516,40004,big data
20517,40003,data modeling
20518,40001,data management
20519,40001,data management
20520,40002,indexing
20521,40003,data modeling
20522,40006,data storage
20523,40005,data processing
20524,40006,data storage
20525,40004,big data
20526,40007,data querying
20527,40006,data storage
20528,40001,data management
20529,40001,data management
20530,40004,big data
20531,40002,indexing
20532,40001,data management
20533,40003,data modeling
20534,40001,data management
20535,40001,data management
20536,40002,indexing
20537,40001,data management
20538,40004,big data
20539,40003,data modeling
20540,40007,data querying
20541,40006,data storage
20542,40005,data processing
20543,40001,data management
20544,40007,data querying
20545,40003,data modeling
20546,40005,data processing
20547,40007,data querying
20548,40008,health informatics
20549,40002,indexing
20550,40002,indexing
20551,40006,data storage
20552,40008,health informatics
20553,40001,data management
20554,40006,data storage
20555,40001,data management
20556,40001,data management
20557,40006,data storage
20558,40004,big data
20559,40007,data querying
20560,40002,indexing
20561,40002,indexing
20562,40001,data management
20563,40002,indexing
20564,40008,health informatics
20565,40007,data querying
20566,40003,data modeling
20567,40003,data modeling
20568,40002,indexing
20569,40004,big data
20570,40001,data management
20571,40008,health informatics
20572,40002,indexing
20573,40003,data modeling
20574,40007,data querying
20575,40005,data processing
20576,40001,data management
20577,40002,indexing
20578,40002,indexing
20579,40001,data management
20580,40003,data modeling
20581,40008,health informatics
20582,40007,data querying
20583,40001,data management
20584,40002,indexing
20585,40008,health informatics
20586,40002,indexing
20587,40004,big data
20588,40008,health informatics
20589,40007,data querying
20590,40005,data processing
20591,40002,indexing
20592,40003,data modeling
20593,40002,indexing
20594,40008,health informatics
20595,40003,data modeling
20596,40003,data modeling
20597,40005,data processing
20598,40007,data querying
20599,40002,indexing
20600,40004,big data
20601,40005,data processing
20602,40006,data storage
20603,40004,big data
20604,40007,data querying
20605,40006,data storage
20606,40003,data modeling
20607,40005,data processing
20608,40005,data processing
20609,40003,data modeling
20610,40006,data storage
20611,40007,data querying
20612,40007,data querying
20613,40003,data modeling
20614,40002,indexing
20615,40002,indexing
20616,40007,data querying
20617,40003,data modeling
20618,40005,data processing
20619,40008,health informatics
20620,40002,indexing
20621,40004,big data
20622,40008,health informatics
20623,40008,health informatics
20624,40005,data processing
20625,40006,data storage
20626,40004,big data
20627,40002,indexing
20628,40007,data querying
20629,40002,indexing
20630,40006,data storage
20631,40004,big data
20632,40007,data querying
20633,40005,data processing
20634,40008,health informatics
20635,40002,indexing
20636,40003,data modeling
20637,40004,big data
20638,40008,health informatics
20639,40007,data querying
20640,40005,data processing
20641,40005,data processing
20642,40001,data management
20643,40004,big data
20644,40007,data querying
20645,40002,indexing
20646,40001,data management
20647,40002,indexing
20648,40001,data management
20649,40004,big data
20650,40004,big data
20651,40005,data processing
20652,40006,data storage
20653,40002,indexing
20654,40007,data querying
20655,40005,data processing
20656,40002,indexing
20657,40002,indexing
20658,40002,indexing
20659,40006,data storage
20660,40008,health informatics
20661,40003,data modeling
20662,40003,data modeling
20663,40005,data processing
20664,40005,data processing
20665,40004,big data
20666,40007,data querying
20667,40002,indexing
20668,40004,big data
20669,40002,indexing
20670,40008,health informatics
20671,40001,data management
20672,40005,data processing
20673,40007,data querying
20674,40003,data modeling
20675,40001,data management
20676,40003,data modeling
20677,40002,indexing
20678,40002,indexing
20679,40006,data storage
20680,40007,data querying
20681,40004,big data
20682,40005,data processing
20683,40003,data modeling
20684,40008,health informatics
20685,40005,data processing
20686,40002,indexing
20687,40003,data modeling
20688,40002,indexing
20689,40008,health informatics
20690,40007,data querying
20691,40001,data management
20692,40002,indexing
20693,40001,data management
20694,40004,big data
20695,40001,data management
20696,40005,data processing
20697,40003,data modeling
20698,40003,data modeling
20699,40003,data modeling
20700,40005,data processing
20701,40003,data modeling
20702,40003,data modeling
20703,40001,data management
20704,40002,indexing
20705,40002,indexing
20706,40001,data management
20707,40007,data querying
20708,40005,data processing
20709,40006,data storage
20710,40007,data querying
20711,40003,data modeling
20712,40006,data storage
20713,40008,health informatics
20714,40002,indexing
20715,40001,data management
20716,40001,data management
20717,40006,data storage
20718,40005,data processing
20719,40002,indexing
20720,40008,health informatics
20721,40008,health informatics
20722,40006,data storage
20723,40003,data modeling
20724,40001,data management
20725,40002,indexing
20726,40006,data storage
20727,40003,data modeling
20728,40004,big data
20729,40004,big data
20730,40006,data storage
20731,40001,data management
20732,40002,indexing
20733,40003,data modeling
20734,40007,data querying
20735,40007,data querying
20736,40005,data processing
20737,40006,data storage
20738,40004,big data
20739,40005,data processing
20740,40007,data querying
20741,40006,data storage
20742,40001,data management
20743,40003,data modeling
20744,40002,indexing
20745,40005,data processing
20746,40007,data querying
20747,40002,indexing
20748,40002,indexing
20749,40002,indexing
20750,40003,data modeling
20751,40005,data processing
20752,40001,data management
20753,40004,big data
20754,40002,indexing
20755,40005,data processing
20756,40004,big data
20757,40002,indexing
20758,40003,data modeling
20759,40007,data querying
20760,40004,big data
20761,40004,big data
20762,40002,indexing
20763,40004,big data
20764,40006,data storage
20765,40007,data querying
20766,40004,big data
20767,40006,data storage
20768,40008,health informatics
20769,40002,indexing
20770,40001,data management
20771,40003,data modeling
20772,40005,data processing
20773,40006,data storage
20774,40007,data querying
20775,40002,indexing
20776,40005,data processing
20777,40005,data processing
20778,40004,big data
20779,40001,data management
20780,40003,data modeling
20781,40002,indexing
20782,40003,data modeling
20783,40004,big data
20784,40005,data processing
20785,40003,data modeling
20786,40006,data storage
20787,40006,data storage
20788,40003,data modeling
20789,40002,indexing
20790,40008,health informatics
20791,40003,data modeling
20792,40008,health informatics
20793,40007,data querying
20794,40008,health informatics
20795,40008,health informatics
20796,40005,data processing
20797,40007,data querying
20798,40006,data storage
20799,40001,data management
20800,40002,indexing
20801,40002,indexing
20802,40006,data storage
20803,40005,data processing
20804,40003,data modeling
20805,40003,data modeling
20806,40008,health informatics
20807,40008,health informatics
20808,40008,health informatics
20809,40003,data modeling
20810,40007,data querying
20811,40007,data querying
20812,40005,data processing
20813,40004,big data
20814,40007,data querying
20815,40008,health informatics
20816,40006,data storage
20817,40008,health informatics
20818,40006,data storage
20819,40006,data storage
20820,40004,big data
20821,40003,data modeling
20822,40005,data processing
20823,40001,data management
20824,40001,data management
20825,40006,data storage
20826,40007,data querying
20827,40007,data querying
20828,40008,health informatics
20829,40008,health informatics
20830,40004,big data
20831,40005,data processing
20832,40008,health informatics
20833,40005,data processing
20834,40008,health informatics
20835,40002,indexing
20836,40006,data storage
20837,40003,data modeling
20838,40001,data management
20839,40007,data querying
20840,40002,indexing
20841,40004,big data
20842,40004,big data
20843,40007,data querying
20844,40008,health informatics
20845,40006,data storage
20846,40007,data querying
20847,40003,data modeling
20848,40001,data management
20849,40001,data management
20850,40005,data processing
20851,40004,big data
20852,40001,data management
20853,40002,indexing
20854,40007,data querying
20855,40003,data modeling
20856,40008,health informatics
20857,40003,data modeling
20858,40004,big data
20859,40005,data processing
20860,40001,data management
20861,40003,data modeling
20862,40008,health informatics
20863,40006,data storage
20864,40008,health informatics
20865,40001,data management
20866,40008,health informatics
20867,40002,indexing
20868,40008,health informatics
20869,40003,data modeling
20870,40002,indexing
20871,40006,data storage
20872,40007,data querying
20873,40004,big data
20874,40004,big data
20875,40008,health informatics
20876,40004,big data
20877,40002,indexing
20878,40006,data storage
20879,40005,data processing
20880,40004,big data
20881,40004,big data
20882,40002,indexing
20883,40006,data storage
20884,40002,indexing
20885,40006,data storage
20886,40001,data management
20887,40006,data storage
20888,40002,indexing
20889,40006,data storage
20890,40004,big data
20891,40008,health informatics
20892,40007,data querying
20893,40006,data storage
20894,40005,data processing
20895,40008,health informatics
20896,40002,indexing
20897,40005,data processing
20898,40005,data processing
20899,40001,data management
20900,40002,indexing
20901,40004,big data
20902,40005,data processing
20903,40006,data storage
20904,40003,data modeling
20905,40002,indexing
20906,40007,data querying
20907,40004,big data
20908,40003,data modeling
20909,40006,data storage
20910,40005,data processing
20911,40001,data management
20912,40004,big data
20913,40004,big data
20914,40002,indexing
20915,40003,data modeling
20916,40008,health informatics
20917,40001,data management
20918,40006,data storage
20919,40003,data modeling
20920,40005,data processing
20921,40004,big data
20922,40008,health informatics
20923,40007,data querying
20924,40001,data management
20925,40004,big data
20926,40008,health informatics
20927,40005,data processing
20928,40005,data processing
20929,40001,data management
20930,40006,data storage
20931,40008,health informatics
20932,40004,big data
20933,40007,data querying
20934,40007,data querying
20935,40005,data processing
20936,40007,data querying
20937,40008,health informatics
20938,40008,health informatics
20939,40004,big data
20940,40008,health informatics
20941,40006,data storage
20942,40004,big data
20943,40008,health informatics
20944,40005,data processing
20945,40008,health informatics
20946,40001,data management
20947,40006,data storage
20948,40005,data processing
20949,40002,indexing
20950,40006,data storage
20951,40002,indexing
20952,40004,big data
20953,40006,data storage
20954,40002,indexing
20955,40002,indexing
20956,40002,indexing
20957,40001,data management
20958,40001,data management
20959,40003,data modeling
20960,40007,data querying
20961,40005,data processing
20962,40005,data processing
20963,40005,data processing
20964,40006,data storage
20965,40007,data querying
20966,40006,data storage
20967,40004,big data
20968,40005,data processing
20969,40004,big data
20970,40001,data management
20971,40008,health informatics
20972,40005,data processing
20973,40004,big data
20974,40001,data management
20975,40002,indexing
20976,40005,data processing
20977,40006,data storage
20978,40002,indexing
20979,40006,data storage
20980,40008,health informatics
20981,40007,data querying
20982,40007,data querying
20983,40004,big data
20984,40001,data management
20985,40004,big data
20986,40001,data management
20987,40007,data querying
20988,40005,data processing
20989,40007,data querying
20990,40002,indexing
20991,40005,data processing
20992,40004,big data
20993,40001,data management
20994,40004,big data
20995,40003,data modeling
20996,40005,data processing
20997,40008,health informatics
20998,40003,data modeling
20999,40006,data storage
21000,40004,big data
21001,40006,data storage
21002,40003,data modeling
21003,40008,health informatics
21004,40007,data querying
21005,40002,indexing
21006,40007,data querying
21007,40004,big data
21008,40008,health informatics
21009,40002,indexing
21010,40004,big data
21011,40004,big data
21012,40008,health informatics
21013,40006,data storage
21014,40006,data storage
21015,40001,data management
21016,40005,data processing
21017,40003,data modeling
21018,40001,data management
21019,40005,data processing
21020,40003,data modeling
21021,40004,big data
21022,40003,data modeling
21023,40006,data storage
21024,40004,big data
21025,40003,data modeling
21026,40002,indexing
21027,40006,data storage
21028,40001,data management
21029,40003,data modeling
21030,40003,data modeling
21031,40007,data querying
21032,40001,data management
21033,40004,big data
21034,40007,data querying
21035,40002,indexing
21036,40001,data management
21037,40006,data storage
21038,40003,data modeling
21039,40003,data modeling
21040,40003,data modeling
21041,40002,indexing
21042,40006,data storage
21043,40006,data storage
21044,40005,data processing
21045,40004,big data
21046,40006,data storage
21047,40008,health informatics
21048,40007,data querying
21049,40005,data processing
21050,40007,data querying
21051,40007,data querying
21052,40001,data management
21053,40003,data modeling
21054,40004,big data
21055,40004,big data
21056,40003,data modeling
21057,40007,data querying
21058,40006,data storage
21059,40005,data processing
21060,40001,data management
21061,40005,data processing
21062,40003,data modeling
21063,40004,big data
21064,40003,data modeling
21065,40005,data processing
21066,40004,big data
21067,40008,health informatics
21068,40004,big data
21069,40004,big data
21070,40002,indexing
21071,40001,data management
21072,40003,data modeling
21073,40004,big data
21074,40002,indexing
21075,40003,data modeling
21076,40001,data management
21077,40005,data processing
21078,40001,data management
21079,40004,big data
21080,40003,data modeling
21081,40006,data storage
21082,40003,data modeling
21083,40004,big data
21084,40006,data storage
21085,40001,data management
21086,40001,data management
21087,40001,data management
21088,40003,data modeling
21089,40007,data querying
21090,40002,indexing
21091,40005,data processing
21092,40008,health informatics
21093,40002,indexing
21094,40003,data modeling
21095,40003,data modeling
21096,40006,data storage
21097,40004,big data
21098,40007,data querying
21099,40007,data querying
21100,40006,data storage
21101,40005,data processing
21102,40004,big data
21103,40004,big data
21104,40006,data storage
21105,40001,data management
21106,40008,health informatics
21107,40007,data querying
21108,40008,health informatics
21109,40008,health informatics
21110,40004,big data
21111,40004,big data
21112,40004,big data
21113,40003,data modeling
21114,40008,health informatics
21115,40001,data management
21116,40002,indexing
21117,40005,data processing
21118,40006,data storage
21119,40004,big data
21120,40002,indexing
21121,40004,big data
21122,40007,data querying
21123,40004,big data
21124,40004,big data
21125,40002,indexing
21126,40006,data storage
21127,40008,health informatics
21128,40002,indexing
21129,40007,data querying
21130,40001,data management
21131,40007,data querying
21132,40004,big data
21133,40003,data modeling
21134,40002,indexing
21135,40006,data storage
21136,40002,indexing
21137,40001,data management
21138,40005,data processing
21139,40005,data processing
21140,40006,data storage
21141,40003,data modeling
21142,40006,data storage
21143,40008,health informatics
21144,40007,data querying
21145,40001,data management
21146,40008,health informatics
21147,40008,health informatics
21148,40008,health informatics
21149,40002,indexing
21150,40005,data processing
21151,40008,health informatics
21152,40002,indexing
21153,40005,data processing
21154,40001,data management
21155,40003,data modeling
21156,40006,data storage
21157,40006,data storage
21158,40006,data storage
21159,40008,health informatics
21160,40004,big data
21161,40008,health informatics
21162,40004,big data
21163,40002,indexing
21164,40008,health informatics
21165,40003,data modeling
21166,40004,big data
21167,40006,data storage
21168,40003,data modeling
21169,40002,indexing
21170,40006,data storage
21171,40005,data processing
21172,40001,data management
21173,40004,big data
21174,40008,health informatics
21175,40008,health informatics
21176,40004,big data
21177,40008,health informatics
21178,40008,health informatics
21179,40008,health informatics
21180,40008,health informatics
21181,40002,indexing
21182,40008,health informatics
21183,40006,data storage
21184,40003,data modeling
21185,40005,data processing
21186,40001,data management
21187,40004,big data
21188,40007,data querying
21189,40007,data querying
21190,40008,health informatics
21191,40001,data management
21192,40007,data querying
21193,40006,data storage
21194,40004,big data
21195,40005,data processing
21196,40001,data management
21197,40003,data modeling
21198,40004,big data
21199,40004,big data
21200,40004,big data
21201,40001,data management
21202,40006,data storage
21203,40006,data storage
21204,40008,health informatics
21205,40004,big data
21206,40005,data processing
21207,40007,data querying
21208,40006,data storage
21209,40001,data management
21210,40004,big data
21211,40008,health informatics
21212,40002,indexing
21213,40004,big data
21214,40002,indexing
21215,40007,data querying
21216,40004,big data
21217,40008,health informatics
21218,40002,indexing
21219,40003,data modeling
21220,40001,data management
21221,40004,big data
21222,40001,data management
21223,40001,data management
21224,40002,indexing
21225,40001,data management
21226,40008,health informatics
21227,40001,data management
21228,40003,data modeling
21229,40005,data processing
21230,40004,big data
21231,40001,data management
21232,40004,big data
21233,40004,big data
21234,40001,data management
21235,40006,data storage
21236,40008,health informatics
21237,40005,data processing
21238,40002,indexing
21239,40008,health informatics
21240,40007,data querying
21241,40006,data storage
21242,40003,data modeling
21243,40002,indexing
21244,40008,health informatics
21245,40001,data management
21246,40005,data processing
21247,40004,big data
21248,40002,indexing
21249,40004,big data
21250,40006,data storage
21251,40007,data querying
21252,40006,data storage
21253,40003,data modeling
21254,40008,health informatics
21255,40005,data processing
21256,40001,data management
21257,40004,big data
21258,40001,data management
21259,40002,indexing
21260,40005,data processing
21261,40008,health informatics
21262,40004,big data
21263,40005,data processing
21264,40007,data querying
21265,40008,health informatics
21266,40004,big data
21267,40007,data querying
21268,40006,data storage
21269,40002,indexing
21270,40005,data processing
21271,40008,health informatics
21272,40002,indexing
21273,40005,data processing
21274,40007,data querying
21275,40001,data management
21276,40005,data processing
21277,40003,data modeling
21278,40001,data management
21279,40005,data processing
21280,40008,health informatics
21281,40001,data management
21282,40005,data processing
21283,40001,data management
21284,40002,indexing
21285,40005,data processing
21286,40006,data storage
21287,40001,data management
21288,40005,data processing
21289,40004,big data
21290,40001,data management
21291,40005,data processing
21292,40007,data querying
21293,40004,big data
21294,40001,data management
21295,40005,data processing
21296,40002,indexing
21297,40006,data storage
21298,40004,big data
21299,40006,data storage
21300,40003,data modeling
21301,40008,health informatics
21302,40002,indexing
21303,40008,health informatics
21304,40006,data storage
21305,40008,health informatics
21306,40002,indexing
21307,40002,indexing
21308,40002,indexing
21309,40006,data storage
21310,40007,data querying
21311,40001,data management
21312,40006,data storage
21313,40006,data storage
21314,40002,indexing
21315,40001,data management
21316,40003,data modeling
21317,40005,data processing
21318,40002,indexing
21319,40003,data modeling
21320,40006,data storage
21321,40006,data storage
21322,40008,health informatics
21323,40004,big data
21324,40003,data modeling
21325,40003,data modeling
21326,40005,data processing
21327,40008,health informatics
21328,40008,health informatics
21329,40007,data querying
21330,40003,data modeling
21331,40005,data processing
21332,40001,data management
21333,40003,data modeling
21334,40008,health informatics
21335,40008,health informatics
21336,40004,big data
21337,40008,health informatics
21338,40002,indexing
21339,40008,health informatics
21340,40006,data storage
21341,40007,data querying
21342,40004,big data
21343,40008,health informatics
21344,40006,data storage
21345,40007,data querying
21346,40006,data storage
21347,40007,data querying
21348,40001,data management
21349,40007,data querying
21350,40001,data management
21351,40006,data storage
21352,40006,data storage
21353,40003,data modeling
21354,40007,data querying
21355,40003,data modeling
21356,40005,data processing
21357,40003,data modeling
21358,40001,data management
21359,40006,data storage
21360,40001,data management
21361,40003,data modeling
21362,40006,data storage
21363,40006,data storage
21364,40006,data storage
21365,40007,data querying
21366,40003,data modeling
21367,40006,data storage
21368,40005,data processing
21369,40006,data storage
21370,40001,data management
21371,40006,data storage
21372,40001,data management
21373,40007,data querying
21374,40008,health informatics
21375,40006,data storage
21376,40005,data processing
21377,40003,data modeling
21378,40005,data processing
21379,40002,indexing
21380,40007,data querying
21381,40004,big data
21382,40001,data management
21383,40005,data processing
21384,40004,big data
21385,40001,data management
21386,40008,health informatics
21387,40008,health informatics
