paperID,citedBy
20983,21559
21769,20365
21875,20305
21846,21095
21002,21284
20202,21026
20420,20816
21342,21028
20294,21311
21342,21383
20652,21857
20703,21644
21263,21538
21634,21113
21626,20564
20492,20511
21907,21158
20473,21329
20799,20495
21602,20879
20303,20864
21627,20048
20751,21135
20662,20048
21843,21090
21087,20994
20524,21250
21413,21342
20648,21248
20866,21051
20014,21778
21823,21086
21217,20132
21347,21056
20645,21077
20488,20191
20300,21797
21967,21669
21659,20869
21854,21081
21771,21532
21310,20839
20202,21129
20608,20541
21066,21879
20901,20893
21451,21437
20192,20344
21016,20218
21278,20481
21937,20745
21341,20345
21225,20831
21505,21951
20322,21760
20216,21198
21456,20967
21498,21354
21594,20746
21915,21579
20769,20379
20172,20617
20538,20177
21121,20363
20557,20175
20486,20832
20050,21640
21639,21465
20876,21917
20057,21129
21252,20443
21882,21715
21533,20507
20001,20603
21679,20743
20685,20484
20044,21310
21016,20739
21216,20974
20672,21035
20994,20140
21097,20306
21653,21851
20537,21674
20824,21688
21302,21604
20208,20940
21582,20705
20795,20719
21176,20517
20392,20413
21517,20239
20156,21589
21266,20246
21349,20228
20072,20325
21565,20088
21846,20048
20048,21415
20317,20471
21810,20347
20313,21564
22000,20113
21061,20935
20404,20246
20762,21943
21475,20624
20313,21750
21088,21465
20851,21553
21462,20086
21904,21255
20565,21272
20882,20134
21173,21075
21863,20634
20546,21303
20847,20026
21753,21887
21301,20677
21732,20076
21163,21765
20439,21862
20381,20312
21015,21224
21805,20691
20549,20675
20204,20995
21165,21282
21123,21315
20915,21448
21112,20490
20154,21004
20087,21941
21046,21112
20585,21483
20480,21844
20796,21956
21879,21362
21923,21604
20612,21780
20142,20694
21912,21253
20072,20351
20060,20711
20568,21085
20285,21345
20710,20519
20554,20561
20589,21400
20908,20614
21306,21336
20692,21805
20711,20287
20236,20766
21360,21946
20987,21025
20575,21891
20280,20042
20043,20996
20399,21660
21141,21213
20044,21051
20640,21496
20669,21298
21531,21092
20422,21886
21010,21302
20795,20502
20100,20485
21943,20781
21704,20024
20336,21284
21512,20630
20681,20712
21006,20420
20424,20141
21463,21032
20993,21746
20727,20387
20253,20966
21888,20109
21848,21831
20158,21678
21690,20206
20203,21502
20816,20917
20791,21015
21620,21666
20607,20833
21932,21859
20752,21426
21288,21567
21440,21832
21370,20041
21646,21883
20945,20948
21196,21561
20340,20189
21095,20489
21647,20904
21693,21467
21073,21652
21538,20510
20432,20992
21654,21732
20118,21758
21347,21848
20530,21258
20876,20519
20739,20993
20807,20632
21381,21262
21955,20179
21736,20395
20811,20279
21157,21767
20974,21548
20380,21320
20282,20176
20060,21377
21492,21573
21317,20914
20998,20391
20531,21343
20498,20207
20663,21713
20442,20519
21889,20604
20853,20673
21556,20227
21501,20398
20349,20946
21616,20278
20261,21980
21927,20171
20837,21229
21127,20127
21384,21761
21803,20685
20284,20668
20929,21935
20427,21204
21606,21214
21092,20683
20923,21583
20312,20259
20854,20285
20172,21050
21125,21209
20961,21226
20836,20284
20886,21448
21307,21710
20793,21722
21266,20229
20145,20800
20225,21044
21283,21275
21568,21916
20795,20294
20858,20389
21103,21162
21186,20718
21448,21336
21726,21560
21857,21574
21496,21781
21580,20223
20270,20388
20041,20746
20542,20501
20264,21667
21231,21948
21383,20564
20183,21749
20830,20494
20883,20997
21099,21931
21666,20464
21572,21664
20683,20384
20284,20285
21833,21501
20660,21878
21738,20352
21806,20172
20124,20440
21055,21202
21228,20281
21407,21160
20379,21245
21075,21364
20380,21548
20325,20047
21383,20844
20951,21821
21430,20744
21689,21494
20303,20721
21100,21650
20914,20849
21892,21998
21337,21596
20005,21468
20538,21095
21171,21891
21776,20729
21341,21153
20087,20610
21246,20086
21084,20665
21751,21907
21713,21334
21240,21210
21111,20095
21970,20418
20451,21304
20371,21340
20760,21526
21777,21377
20003,21740
20459,21098
20090,21621
21889,20412
21221,20847
20519,21268
20769,20484
21907,21641
21356,20704
20836,20020
21272,21455
21413,21420
21655,20478
21696,20640
20481,21031
20949,21505
20178,21353
20861,20207
20237,20924
21046,21673
21205,20091
21147,21836
21281,20356
21023,20623
20112,21314
20210,21457
21570,20192
20523,20256
20523,21460
21945,21702
21816,20393
20826,20540
21107,21883
20254,20857
21889,20562
21650,21529
21418,20908
20214,20372
20467,21775
21126,20062
20403,21605
20439,20579
20333,20781
20782,21534
20183,20996
20554,21375
20297,21746
21397,21253
20525,21701
21162,20973
20384,20868
20458,20487
20768,21288
21961,21099
21511,21808
20377,21893
21518,21914
20493,21547
20540,20289
21934,20415
21966,20384
21715,21577
20454,20100
21288,21127
20258,20075
21922,21819
20750,21851
21862,20007
21863,20177
20959,20880
21961,21740
20493,20167
20635,21830
20138,20258
21554,21353
21363,20044
21732,20850
21798,20595
21717,21034
21459,20624
20040,21249
21978,20528
20189,21844
20334,21929
21559,20307
20667,20092
21364,20282
21944,20815
21412,21929
21217,21935
20772,21956
21649,20468
20587,20584
21745,20099
21658,20132
21004,20790
21056,21365
20633,20892
20654,20615
21640,20453
21555,21682
21715,20282
20419,21509
21225,20052
21615,21288
20606,20536
20888,20849
20895,20645
20363,21258
21653,21000
20969,20139
21927,20092
20435,21717
21291,21822
21770,21712
20148,20198
20683,21679
20428,21090
20057,20216
20459,21616
21592,21870
20272,20772
21126,20830
21079,21612
20587,21493
20099,20192
20987,21454
20408,21438
20092,21946
20090,21817
20562,20029
20919,20254
21903,21182
20356,21758
21966,20532
20808,21819
21167,21742
21049,21687
21733,21863
20712,20262
20139,21747
20381,20686
21050,21981
20610,20790
21038,21640
20114,20686
21676,21159
21958,20823
20944,20362
21244,21239
20954,21427
20938,20199
20145,21714
21780,21739
21746,21070
20409,21508
20169,21415
21171,21284
21202,20488
20811,21753
20145,21479
20368,21628
21648,20914
20105,20736
21934,21795
20058,20980
20999,21220
21649,21980
20509,21865
20290,21693
20451,20788
21221,20846
20798,21552
21448,20553
20980,21441
21745,20050
21500,20427
20887,21085
21565,20837
20511,21766
20795,21874
21132,20595
21709,20313
21992,21966
21853,20275
20956,21334
21000,20045
20461,20730
21777,21528
21382,21766
21486,20411
20774,20438
21609,21390
20335,20411
21657,21839
21960,21942
21178,20524
21007,20229
21468,20805
21520,21999
21423,21167
21380,21200
21777,20085
20862,21247
20625,21634
21408,20666
21107,20450
21269,20671
21421,20636
21509,21349
20017,21933
21797,20429
21638,20867
20347,20109
21166,20505
21400,20372
21695,20780
21344,20614
20263,20479
21258,21768
21246,21706
20866,20766
20505,20984
20188,20822
20405,21714
21681,20890
21663,21698
20291,21275
20630,20905
21619,20545
20712,20721
21586,20716
21014,21782
21887,20820
20320,20080
21835,20687
20864,21636
20512,20395
20135,21402
20509,20146
21924,20375
20558,21054
20331,21753
20496,21113
21897,20519
20441,21443
21307,21216
20216,21469
21921,20540
20800,21588
20804,20174
21366,20821
21426,21907
20865,20461
20925,20745
21506,21419
21969,20567
20744,20907
21381,21463
20792,21252
21813,21894
21225,21223
20676,21622
21932,21272
20941,21553
20646,21932
20290,20161
20300,21466
20484,20608
20489,21366
21116,20452
21722,21375
20767,20471
21863,20751
20224,21054
20557,21799
21930,20791
21453,20952
21733,21287
21326,20176
21629,20897
21583,20320
21489,20205
20144,21721
20581,21901
20947,20667
20739,20144
21200,21243
21976,20877
21731,21267
20874,20889
21030,20757
20743,20841
21172,21282
20810,21391
21110,21268
20697,21356
21583,21918
20720,20858
21993,20322
21360,20851
21497,20948
21437,20545
21021,21938
20053,21685
20978,20422
21064,21019
20574,21202
21476,21945
20916,21430
20461,21263
20132,21404
20118,20451
21510,20175
20174,21474
20372,21078
20951,21081
20335,20932
20942,21786
21725,20757
21253,21419
20335,21239
20738,20541
20735,21853
21099,20437
21368,21803
20831,20149
20958,20406
20321,21907
20759,21658
20493,20452
21399,20682
21024,20902
21078,21854
20243,20371
21836,21091
20603,20795
20592,21116
21000,21845
20060,21999
21904,20857
21724,20940
21557,20323
21212,21533
21894,21321
21365,20345
21887,21134
21693,21739
20386,21832
21320,21163
20329,21843
21396,20502
21399,21086
21935,20473
20209,21990
20798,20597
21181,20121
20903,20660
20687,21145
20066,20277
20230,20216
20329,21093
21811,21995
20141,21802
20505,20186
21719,20618
20646,21065
20020,20984
21392,20022
20007,20343
21081,21291
20925,20227
20663,21729
21196,20697
21126,21958
20113,21199
21749,20530
20138,21072
21803,21734
21328,20060
21169,21104
21432,21041
20237,20656
20469,20964
20504,21528
21519,20647
20251,20605
20729,20207
20469,20123
21635,21620
20315,21625
21613,21458
21596,20146
21051,20066
21402,21885
20787,20442
21929,21937
21606,21143
21433,20450
20117,20963
20094,20544
20236,21162
20290,20695
21203,20537
20281,21996
20332,21506
20699,20600
20338,21953
21203,20129
21426,20780
21580,21445
21418,20651
21771,21139
21364,20781
21767,20121
21665,21018
20370,20334
20666,20210
20187,20690
21947,21274
21021,20980
21193,20240
21116,20601
21748,20440
20660,21780
21298,20831
21770,21696
20283,20436
21847,21680
21207,20550
20094,20362
21670,20434
21509,21904
20104,21232
20714,21368
21125,20808
21896,20010
21382,21809
21768,21734
21803,20840
21734,21798
20702,21575
21806,20329
20170,20470
21138,20140
21164,21251
21708,21909
20578,20923
21957,20742
20850,21277
20028,21856
21453,21785
21896,20002
21918,20184
21618,21160
20329,20178
21840,20879
20544,20789
21929,20235
20257,20435
21994,20220
20464,21754
20258,21738
20348,20484
20105,20181
20931,20180
21582,21832
20489,21165
21223,20879
21632,20169
21727,21654
21981,21252
20849,20179
21631,20270
20976,21167
20049,21675
20259,20389
21558,21027
21613,20871
20200,20440
20683,21758
20306,21149
20800,20593
20558,21463
21635,20101
20789,21486
20345,20716
21743,21770
20754,21565
21541,20818
20792,20015
21254,21536
21198,21002
20664,20944
20855,20922
20383,20374
20395,20027
20151,21788
21229,21342
20493,20257
20614,21335
21522,21236
21196,20264
20135,21495
21484,21844
20856,20048
20718,21424
20267,20458
20940,20964
20007,21179
21551,20453
21322,20485
20036,21745
21136,20031
21586,20217
20719,21036
20167,20333
21889,20756
21167,20889
20681,21335
21281,20583
20849,20817
20867,21654
21698,21643
20357,21415
20732,20968
20564,21912
20316,20699
20446,21343
21967,20302
20269,20979
20687,21896
20444,20917
20180,20403
21362,20372
21483,21556
21118,20091
21780,21471
20266,20103
21277,20336
21050,20280
21707,21186
20341,20257
21568,21228
20120,21502
20558,20962
21972,21834
21813,20005
20892,20644
21943,21405
20501,20402
21793,21801
21034,20549
20573,21540
21469,21241
20549,20639
21505,20258
21782,20598
21887,20368
20551,20189
21993,21695
20393,21060
20565,20792
21180,20852
21589,21937
21911,20374
20248,20247
21410,21743
20895,21732
21601,20306
21681,20347
21612,21448
21776,21385
21610,20812
20451,21301
21960,21330
21263,20505
20373,21211
21450,20293
21839,20766
21217,20489
21721,21144
20544,20699
20859,21157
21019,20002
21142,20528
21258,21943
20593,20698
21924,20885
20369,20100
21216,21715
21640,21198
21096,21710
20795,21690
21056,20152
21489,21573
21205,20689
21113,20762
21887,21327
21330,21730
21084,20557
21113,20132
21645,21814
21442,21596
20277,20480
20106,20519
21257,21629
20176,20267
21444,20307
21888,21292
21031,20224
21053,21788
21036,20058
20210,20835
21249,20525
21129,20447
20961,21093
20415,20687
20558,21869
20386,21934
21858,20801
20683,21469
20219,21006
21438,20534
21373,21265
20022,20763
20717,21343
20538,20337
20859,20394
21417,20084
21068,21467
21546,20879
20777,20375
20087,20891
21026,20196
21930,21191
21856,20203
20833,21711
20821,21487
21794,20352
21269,21889
21063,20216
21765,20240
21930,21368
20865,21378
21593,20622
21603,20718
21725,21544
21812,21776
20687,20821
20689,20070
20275,20627
20707,20964
21938,20771
20863,21226
21239,20323
21538,20283
21232,20341
21241,20554
21753,20247
21757,20907
20635,21039
21861,20521
20791,21678
20951,20453
21844,20674
21735,20058
21625,21561
21454,20272
21552,21858
20597,20258
20915,20054
21245,20888
21661,20472
21404,21752
20672,21344
20158,20366
20272,21116
20929,20930
20318,20725
20010,21439
20862,21516
21985,21886
20556,20857
20822,21819
21995,21130
21455,20756
20255,20084
21980,20077
20946,20590
21661,21701
21891,21153
21485,21430
21643,21063
21866,21604
21117,20076
20324,20842
20328,20721
20483,20177
20324,20802
21931,21860
20764,20369
20529,20587
21854,20062
21532,20171
21822,21534
21884,20779
21077,20639
21421,21263
21708,21963
21615,20496
21811,21882
20721,21255
21568,21210
21577,20750
20696,20663
21254,20747
20913,21470
21029,21573
21678,20597
21272,20911
21723,20444
20351,21822
20757,20481
20668,20347
21585,20300
21912,20854
20716,21251
21106,21183
20010,20741
20712,21041
21855,21191
21535,21126
21995,20163
21349,21181
21545,20257
21774,21666
20596,20985
20497,21850
21745,20423
20403,21193
21265,21209
20116,20959
20234,21032
21575,21271
21119,20389
21578,20174
20866,21431
21297,20381
21415,20294
20577,20683
20778,21584
20686,20020
20719,21018
20265,20050
21877,20610
21667,21045
21204,21418
20886,21779
20234,21743
21427,21494
20501,20541
20068,21846
21552,20680
20853,20457
21045,20649
21677,21237
20034,21267
21822,20230
20126,20075
20151,20401
21431,20449
20935,21829
20536,20066
21750,20578
20838,21878
21025,21664
20201,21147
20663,21465
20930,20170
20306,21027
20116,21791
21621,21190
21416,20120
21888,21575
20030,21818
20475,20648
21278,21225
20099,21536
20929,20776
21716,20855
21053,21170
20650,20656
20607,20685
20631,20588
21371,21520
21278,20921
21759,20860
20304,20799
21956,20165
21463,20814
21127,21667
20886,21604
20830,20488
21338,21819
21874,21662
20821,20138
21456,20008
20517,21472
21619,21884
21658,21128
21423,21118
21375,20440
21437,20708
21981,20192
20557,21461
21467,21800
21048,20265
21653,20917
21503,21891
20474,21589
20065,21592
20462,21851
21456,21165
21989,21285
21859,21557
21330,21190
21242,20345
21927,20322
20498,20829
20522,20262
20303,20525
20120,21829
20054,21260
21656,20732
21809,20123
20809,20514
20986,21203
20616,20739
20027,21070
21759,20512
21845,20084
21871,20251
21548,20619
20729,21264
20762,21370
20977,20829
20821,20612
21719,20440
21569,20260
21790,20037
21134,20191
21447,20249
21086,20160
21075,21815
21587,20859
20892,20534
21155,21479
21058,20950
21694,21423
21781,20060
20499,20261
20701,21734
20900,20586
21034,20644
21597,20513
20738,21116
21894,20240
21695,20876
20352,21300
20316,21718
20588,21689
21145,21025
21465,21304
20098,21752
20357,21056
20079,20976
21164,21309
20684,20562
20532,21753
20927,20431
21328,21167
20072,21902
20952,21821
21146,21282
21675,20004
20285,21623
20094,21360
21398,20068
20686,21851
21540,20328
20179,21239
21697,20660
20504,20004
21620,21257
20011,21657
20168,21032
21865,21381
21770,21256
20014,20624
21216,20193
21014,21984
21001,21914
21165,21331
20775,21896
20594,21729
21513,20481
21950,20026
21236,20977
21862,20090
20567,20434
21344,21333
21030,20697
21472,21744
21881,20323
20860,21257
20386,21406
20956,20698
20276,21865
20136,20081
21295,21623
20007,21050
20398,21620
20748,21252
21210,21899
21901,21193
20002,20531
20699,21069
20134,20428
21296,21943
20491,20447
21265,20068
21340,21174
21157,21238
20955,20572
20605,21000
21710,20919
21973,20344
21036,21528
20320,20911
21494,21369
21955,21747
20681,21109
21034,20074
21870,20396
20834,21559
20404,21569
20766,21498
20829,20281
20494,21424
21915,20332
20598,20890
21854,21760
20533,21442
20093,21486
21835,20962
21225,21106
20337,20406
21506,20642
20540,21671
21234,20792
21105,20987
20426,21385
21798,20835
20118,20622
20148,21305
20283,21786
21736,20847
20228,21790
20293,21752
21745,20897
21577,20569
20419,21565
21605,20589
20186,20216
20915,20574
21669,20635
20113,21051
20601,21562
21605,20785
20516,20317
21562,21684
21215,20592
21970,20536
20744,21480
21550,20104
20099,20598
21246,21416
21838,21056
21056,20730
21333,21302
21444,20308
20744,20650
20040,20098
21120,20598
20971,20709
21766,21046
21006,20513
21335,20699
21366,20377
21264,21959
21933,21542
20154,21419
20453,21803
21139,20100
21442,21464
21654,21366
21007,21745
20328,21607
21632,21604
21461,21829
20447,21743
21124,21841
20898,20181
20271,20466
21939,20557
21058,21418
21502,20242
21810,21728
21846,21913
21624,21474
20667,21373
21971,21582
21772,21259
20283,20730
20145,20334
21727,21053
21451,21639
21357,20523
21904,20002
21183,20098
20542,20924
21031,20460
20745,20284
20281,20614
21305,20563
21508,20102
21982,20727
20807,21649
21882,21586
21961,20708
21949,20095
21952,21475
20059,20142
20126,20248
20774,20505
21276,21894
21282,21390
20829,20041
21805,21556
20833,20647
20708,21755
21942,20054
21073,21888
21020,21029
21306,20535
21147,20628
20071,21331
20942,21621
20746,21482
20165,20747
20058,21077
20216,20509
20991,21561
20754,21220
21696,20676
20364,21866
20561,21486
20606,20463
21415,20250
21818,21781
20689,20936
20994,21159
20353,21131
20638,21643
21844,20401
20243,20136
21542,20663
20182,21398
21290,20801
21506,21209
21057,20289
21213,21180
21242,21008
21894,21887
20550,21347
21871,21494
21176,21745
20684,21590
21487,21894
21526,21863
20019,21296
20639,20435
20881,20901
21564,20020
20135,21253
21791,21575
20453,20895
21212,20393
20974,20572
20441,20256
21204,21724
20470,20294
20339,20013
20100,21973
20909,21758
21744,20093
21655,21431
20475,20101
20063,20752
21049,20107
21359,21345
20730,21591
21030,21873
21078,20390
20203,21198
21347,20106
21639,21597
21444,20750
21111,21585
20193,20750
20407,21340
20680,20385
21058,21071
21545,21572
20261,20464
20520,20717
21757,20599
20114,21225
20957,20658
20331,20757
21821,20286
21955,21729
21910,20882
21455,21221
20192,21758
21610,20782
21900,20089
21473,21404
20094,21457
21217,20798
21396,20620
21271,20231
20183,20468
20596,20899
21531,21715
21413,21030
20746,20874
21853,21629
20836,20697
20726,21360
21641,20665
21617,21065
20914,20281
20358,21451
20401,20369
20652,21238
20175,20904
20524,21085
20832,20571
21619,20002
21106,20406
21757,20810
21600,20586
21848,21108
21665,21577
21338,20575
20228,21971
21315,20931
21547,21844
21154,21699
20816,20190
21586,20434
21169,20101
21064,20538
21858,20873
21174,20744
20169,21682
20472,21852
21761,21510
20270,21031
20854,20656
20634,21626
21225,20237
20670,21442
20875,21462
20388,20230
21149,20522
20556,21239
20564,20122
20813,20013
21365,21798
20263,21309
21375,20773
20392,21954
20110,21443
21575,20916
21722,21039
21008,21903
20206,20751
21077,21237
20162,21078
20318,21278
21220,20304
20500,21480
21356,21655
20922,21977
21099,20366
20277,20532
20573,20536
20284,21919
20734,21694
21929,20128
20495,21560
20714,20231
20687,21669
20889,20017
21961,21711
21006,21402
20753,21108
21693,20994
21829,21563
20293,20652
20181,21771
20531,20337
20282,20921
20686,20122
20838,20060
20838,21877
20533,21688
21708,20223
21854,21269
21917,20439
21560,21298
20633,21747
21773,21809
21878,20736
20910,20188
21122,20166
20176,20962
20261,20650
21510,20930
20503,20225
21666,20964
21487,20724
21850,21746
21745,20790
20095,20865
21844,21646
20561,20500
21557,21021
20264,21997
20245,21919
20538,21389
20067,20890
21132,20735
21808,21266
21455,20060
21518,21469
20155,20503
21361,21404
20634,20627
20265,20995
20894,20009
21856,20925
21323,21986
21790,21770
20418,21280
21067,21109
21426,20989
21694,21348
20840,20524
21900,21639
20170,21817
20550,20716
20610,20855
20444,21332
20115,21997
20642,20458
21527,20421
20966,20950
20164,20897
20338,20966
20715,21159
21309,21537
20461,20861
21877,21659
21439,21041
21741,20652
21003,20631
20727,21034
20791,21873
21434,21128
20528,21023
20143,20401
21238,21104
20472,21101
20940,21951
21287,21648
20442,20931
20493,20930
21789,20567
21782,20030
20525,21843
21428,21517
21288,21712
20352,21026
21387,21052
21059,21664
20622,20804
21643,20283
21383,20267
21147,21130
21500,21951
20959,20081
20281,20868
21945,21358
21180,21007
21068,20485
20392,20407
21644,20151
20475,20983
21921,21606
20260,20731
20030,21726
20401,21608
21904,20941
21064,21563
20618,20857
20665,21221
21629,20986
21583,21468
20577,20096
20165,20011
20310,21976
21722,20643
20736,21667
21803,21896
21830,21064
21862,20899
20626,20124
20908,20641
20673,20574
20242,20432
21359,20419
20189,21599
20128,20589
21844,21620
21225,21927
20320,20845
20653,20181
21228,21331
21543,20384
21943,21617
20154,21482
21914,21755
20662,21863
20540,20042
21883,20570
21113,21118
20379,20132
20451,21971
21441,21290
21581,20984
20240,20386
20285,20957
21674,20769
20696,20206
20994,21702
20454,21282
20111,21200
20266,20989
21662,20804
21988,21090
20441,20553
20780,20292
20306,21451
20405,21890
21075,20749
21369,20309
21397,21382
21835,21221
20597,20460
21868,21671
20215,20662
20578,20855
20581,21031
20560,21738
21470,21107
21541,20089
21607,20990
21822,20415
21728,20672
20905,20212
21190,20037
21041,21521
21124,20695
20785,21530
20869,21640
20208,21550
21251,20037
21625,20982
21757,20293
21184,21084
21909,20979
20525,21946
21268,21670
21599,20776
21125,21966
20976,21539
20588,21627
21162,20130
21663,20105
20021,21056
21860,21293
21599,21130
21477,20841
20595,21397
21878,20638
20933,21216
20955,20953
21408,21079
20189,21007
20627,20238
20276,20934
21731,21326
21344,21311
20431,21571
21910,21316
21020,21712
20704,21492
21448,21998
20761,21306
21565,20976
20271,21734
20217,20957
20395,20365
20682,20760
21000,21472
20475,20474
21844,21116
21055,20275
21588,20209
21007,21450
20947,20640
21086,21758
20390,20046
21428,20681
21626,20425
21590,20472
20210,21100
20966,21991
21936,21454
21453,21331
20362,20915
21619,20424
21546,21456
20007,20322
20922,21352
21852,20145
21216,21269
21058,21589
21522,21179
21997,21776
21389,20301
20275,20009
21141,20451
20809,20589
21074,20682
20247,20106
21816,20959
21226,21126
21013,21570
21107,21874
20929,21916
20795,21910
20243,21928
20799,20607
20271,20111
21684,20289
21671,20103
20516,21867
20133,21219
21730,21058
20408,21303
20184,20178
20745,21250
21442,20815
20109,20990
21707,20292
20972,20912
21988,20006
21691,20256
20813,21861
21992,20849
20516,20264
20445,21447
21584,20821
20421,20960
21051,20467
20394,20347
21989,21958
20772,21712
21273,20042
20052,20240
21958,20499
20473,21486
20064,21162
20326,21188
20966,20554
21729,20253
21569,20068
20539,21698
21074,21832
20863,20098
21411,21599
20810,20283
21752,20269
21810,20983
20330,20559
21000,20862
20888,21295
20562,21557
21922,20155
20133,20667
21867,21106
21760,21198
21132,20691
21947,20940
20511,20246
21398,21872
21026,21780
21671,20312
20111,20382
21204,21316
20410,21787
20652,21878
21503,21264
21105,21087
20782,21796
20187,21482
20004,20650
20034,21662
20473,21602
20650,20332
21689,20688
21956,21037
21088,21755
21622,21010
20981,20082
21748,21896
21319,20795
20390,20186
20652,20989
21118,20265
20844,20604
20078,20250
20896,21303
20133,21503
21635,21179
20301,20406
21444,20980
21214,21742
20337,20645
21326,20005
20196,21667
21886,20965
20164,21298
21272,20398
20006,20670
21261,20333
21637,20397
21172,20271
21165,21912
21390,20761
20893,21876
20862,20025
21234,21169
20943,21222
21666,21444
20551,21012
21532,20896
21902,21369
21138,21325
21798,21737
20444,21450
20759,20379
21047,21333
21498,21986
21989,20461
21350,21560
20881,20160
21383,21627
20904,21360
21284,20143
21371,21125
21929,20652
21433,21625
21954,20993
21608,21756
21091,20015
20236,21062
20700,21703
20585,21586
20142,20154
21793,20622
21046,21338
21656,21406
20505,20854
21191,21364
21119,20174
20442,20436
20004,20917
21035,20925
21623,20929
21396,20857
20518,21670
20870,21248
20712,20741
21352,21034
20871,20975
21856,20559
20800,21052
21019,21053
21364,20018
20944,21773
20072,21839
21157,21476
21339,21911
20832,20475
20056,21110
21087,21271
20113,20583
20443,21580
21439,21608
21033,20289
21998,20894
21008,21086
20427,21411
21085,21508
20948,21545
20497,21986
20440,21592
21115,20132
21822,20708
20344,20899
20709,21579
21477,21847
21088,20309
20868,20094
21320,20413
21054,21283
21397,20377
20537,21784
21214,20430
21591,20337
20494,21468
20662,21114
20828,20792
21531,21974
21132,21697
20297,21627
20852,21559
20280,21622
20560,20032
20718,21235
20517,20206
21383,20087
21596,20548
21328,20468
21284,20010
21991,20134
21254,21187
20220,21412
21500,20992
20473,21174
20868,20231
20801,20330
21304,21048
20809,20608
20873,20689
20877,21253
20750,21941
20499,20234
21577,20393
20878,20325
21739,20405
21051,20848
20467,20872
21103,21200
21589,21912
20595,20711
20605,21478
20338,20710
20930,21502
20348,21064
21234,21294
20653,20284
20198,20354
20185,20529
20920,21739
21647,20612
20344,20280
20334,21904
21897,20734
20139,20640
20108,20995
20798,21192
20204,20973
21460,20524
21721,20796
20861,20068
21668,21717
20449,20002
20513,21454
20565,20574
20679,21120
21196,20076
20618,21600
20490,20643
20288,21422
21987,21727
20788,20161
21612,20881
21260,21730
20724,21263
21122,21487
21146,20926
21031,21480
20508,20299
20479,20856
21586,21676
20345,20468
20577,20745
21462,21354
20704,20284
20883,21464
20044,20362
20315,20408
20683,21847
20463,20800
20784,20377
21945,20478
20069,20096
20813,21516
20005,21238
20437,21258
21865,21839
20395,20230
20352,20483
21696,21567
21802,20900
21318,20844
21762,20318
20518,21942
20215,20172
21829,21308
20752,21586
20346,20654
20742,21018
20227,20474
21346,20362
20086,21463
21259,21617
21789,20924
21335,21596
20315,21940
21291,21444
21903,21418
21111,21110
21195,21092
20093,21331
20972,21981
21256,20057
21018,20156
21377,21750
21200,20971
21230,20424
21499,21602
20027,21960
21275,20668
21692,20484
20295,20747
20533,20545
20813,20784
20810,21586
21495,21855
20650,20719
21413,21407
21533,20970
21538,21639
21044,21869
21611,21559
20626,21213
20052,20440
21721,20549
21973,21314
21725,20087
20817,21278
20299,20327
21194,20309
20488,20966
20691,20294
21443,20413
20439,21390
20103,20377
20470,20880
20708,21711
20463,20320
21097,20518
20110,21198
21771,20256
20287,21043
20801,20760
21962,21868
21604,21678
20983,20005
20393,21506
20795,20644
21342,21578
20933,20535
21560,21704
21826,21835
21313,20742
21724,20879
21494,21847
21722,20473
21704,20686
20303,20513
21657,21901
21170,21347
21987,21673
21175,20471
20400,20543
21591,21185
20029,20579
20294,21101
20543,20556
21381,21253
21039,21124
21585,20065
21258,20931
21099,20329
21602,21158
20789,21633
21196,20202
20297,20163
20284,21479
20276,21940
21674,20997
20491,21513
20533,20437
21071,20806
21139,21879
20899,21975
20688,21845
21162,20056
20056,21015
21952,20858
20964,21964
21846,20576
21229,20556
20080,21544
20110,20206
20278,20024
21603,20393
21289,21907
21901,20436
20089,21857
21256,21149
20233,20661
21051,20816
20344,21907
20179,20543
21258,21991
21637,21561
21212,20981
20398,20436
20033,21952
20041,20968
21720,21997
21720,20420
20977,21541
21835,20332
20072,21459
20102,20399
20227,21840
21407,20228
20722,21188
21577,20274
21995,20874
21775,21023
21236,20435
20521,21632
20210,20087
21888,21287
21537,20141
20665,20610
20754,20620
21232,20193
21812,21949
21029,21533
21831,21904
20583,20282
20516,21741
20556,20488
20711,20429
20065,21740
20040,20170
21007,20300
21286,21959
21789,21815
21689,20974
21199,20561
21282,21191
21816,20989
20479,21954
21675,20429
21592,21048
20323,20691
20810,21916
20495,20144
21092,21475
21089,20630
20562,20567
21515,21899
21591,20359
21128,21127
21539,20800
21456,20989
21845,20453
21533,20168
21412,20535
21862,21311
20511,20417
20571,20747
20485,21446
20721,20789
20550,21831
21416,21867
21839,20561
20842,20967
21000,21973
21011,21905
21075,21112
21568,21656
20730,20005
20561,21279
21176,20098
21966,20519
21789,20014
21070,21206
21669,21320
20943,21087
20225,20700
20109,21504
21540,21905
20364,21426
21824,20121
21945,20287
21895,20390
21521,20260
20985,20809
21740,20014
20499,21080
20285,20514
21581,21924
21438,20346
20036,21885
21141,21173
20613,21170
20670,21388
21842,20906
20924,21750
21353,21260
20771,20996
20111,21030
21742,20820
20302,20312
20733,21376
21622,21948
21822,21250
20731,21619
20250,20666
20635,21012
20438,21762
21984,21151
21782,21906
20475,20002
20419,21544
20117,21681
21863,20487
20835,20659
20673,21393
21000,21921
21864,20101
21366,21569
20140,20388
21872,20313
20281,20205
20846,20791
21545,20326
20651,20598
20849,20795
20368,20359
21787,20405
21209,21668
20431,20058
20266,21583
21228,21361
